movie_name,user_name,comment
exhuma,eenhernawati1,"baru selesai nonton, seru"
exhuma,liafy15,menurut saya the wailing tidak terlalu seru
exhuma,lovelybbooo,"pengen menonton tapi tidak ada teman yang mau menonton korea, kalau menonton sendiri seram banget"
exhuma,ratukucingsedunia,"ini lebih terasa seram dari pada setan dari jumpscare, sampai asam lambung kambuh di bioskop sehingga tegangnya wkwk bagus"
exhuma,leokimmi4,"saat mas dohyun ketindihan , Dia nulis mantra apa yah kalau lagi capek suka ketindihan ini terasa ada kaki dekat leher susah bangun"
exhuma,dewi.sartika3082,bagus
exhuma,tiramissyouuu00,bagus kim go eun
exhuma,dineyroom,"menurut saya, ini lebih ke seram cara bunuhnya gaksih hantunya mah tidak seram"
exhuma,something209_,di xxi sekarang ada tapi cuman sebagian tidak menonton karena terlalu jauh
exhuma,nulisjawa,"baru saja nonton,,, cuma bingung sama pasak besi maksudnya apa"
exhuma,lvectie,exhuma di bioskop sampai tanggal berapa si kira kira tanggal masih ada tidak ya soalnya bisanya tanggal segitu
exhuma,ltfkr0004,btw the wailing ada jumpscare nya tidak
exhuma,ledyavfs,sadis tidak
exhuma,nurjanahnia29,"baru sekali menonton kemarin , sumpah keren banget"
exhuma,onde.onde.nangis,ini mirip mirip incantation kah
exhuma,jeykeeey,saya suka tapi seperti ada hal yang masih tanda tanya
exhuma,kikiiamalia22,nonton ini bagus ayo
exhuma,utetika,scoringnya sih yang bikin merinding
exhuma,great565656646,suka banget saya
exhuma,hihanghohenggggzz,ayo menonton ini
exhuma,abiwjj,bagus banget
exhuma,abiwjj,"tolong bntu jawab, kenapa kakeknya bisa dikuburin di tanah sama siluman samurai itu"
exhuma,intanbudiman,the best exhuma mah 
exhuma,sellen.na,saya baru nnton dan jujur bagus banget
exhuma,azzallaaa,"saya menangis saat dohyun perutnya ditusuk saat sangduk hampir menangis juga, rekomendasi"
exhuma,zeeannd,rumahnyaa sepertii di rumah the good bad mother
exhuma,milktea.ciki,"seru banget baru kali ini saya menonton horor yang se kompleks ini ,baru abis menonton soalnya"
exhuma,wr.1031,baru selesai menonton nya
exhuma,leka.sstalia,banyak yang nge rate diatas cuy
exhuma,doyan.madang_,menonton ayo
exhuma,ibuibuanak_2,penasaran tapi takut kalau menonton film horor
exhuma,fitriiia21,"tapi ada yang bisa menjelaskan tidak sih, siapa dalang di film the wailinggg. saya tidak paham banget semalam sudah menonton"
exhuma,reginna_queen,saya menonton the wailing belum nyampe otaknya oi padahal sudah berapa kali menonton
exhuma,4.05y.g,harus menonton sih ini
exhuma,dearjourneydara__,rivew film ini memang bagus
exhuma,ayun_lutvi,kim go eun bikin pangling.. cantik banget di sini
exhuma,eevnxx000001,"ini film bagus, tapi ya gitu, kalau kita awam banget dengan budaya dan sejarah kedua negara tersebut, kita akan agak susah menemukan bagusnya, dan karena ini film padat ya ceritanya menjadi harus fokus banget menonton"
exhuma,every1w00_,mau nntn
exhuma,cyntiaar_,sampai kepikiran dan kebawa mimpi ini film
exhuma,marlinagiovani5,saya yang sampai saat ini masih bertanya tanya di mana letak seramnya film the wailing
exhuma,icetea_anget28,"sumpah adegan saat setan Shogun nya baru bangkit itu horor banget sih, terasa banget tegangnya"
exhuma,saranagabutt,azkiana ayo jare apik
exhuma,ferinuryadi238,"sudah nonton,,jadi pengen menonton lagi,,the best lah pokoknya"
exhuma,silentisbetter69,exhuma dengan the wailing mana lagi best
exhuma,angelaa.young,itu willy dosen ya
exhuma,yuninopianti0,menit awal bosan tapi ke sana seruuuu.. dari saya beri skor /.
exhuma,nonamolas31,"saat scene Hwa Rim berperan menjadi Dewi pohon, Dia mengatakan Shogun itu menyandera manusia, siapa ya manusia yang dimaksud"
exhuma,kevinrafaelius,"bener bang.. smooth banget twist nya..bisa kepikiran gitu, apalagi saat akhir nya.."
exhuma,savior_war,saya menonton exhuma tidur jirr
exhuma,comienxvale,"sudah nonton, keren filmnya menurut aku, jujur pingin menonton lagi"
exhuma,misskuntidrakor,menurut saya bagusan exhuma daripada the wailing...
exhuma,capp4dociaa,"bagus sih, tapi masih tidak ngerti sama alur ceritanya kayak tidak nyambung sama cerita awal dan akhirnya"
exhuma,long_journey21,coba tonton juga the cursed
exhuma,milathamrin88,yang baru menonton di april romadhon terkesima. kim go eun all out. choi min sik tidak pernah gagal kalau bermain film sungguh keren banget
exhuma,suwirhan,di netflix ada tidak sih film nya
exhuma,ikidongepsinangkasih,bagi link filmnya
exhuma,rawnesotnaidref,"awalnya si ngikut doi menonton ini, ternyata seru abis"
exhuma,yssysyn,setannya banaspati korean version
exhuma,kukiii.07,saat akhir saya sampai menyebut asli seperti ayo kalahkan
exhuma,xzyuuuvj0,sudah ada di lok lok kak senang banget saya
exhuma,lukaku____,mengejutkan tidak sih
exhuma,baz_0210,bagus exhuma daripada the wailing
exhuma,nizar.helmi,"seumur hidup paling malas menonton film horror, tapi the wailing dan exhuma saya tonton"
